stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
D09,,"170 St",,40.839306,-73.9134,,,1,,40.839412,-73.913736,1,rooftop,1417,"Grand Conc",Bronx,NY,"Bronx County",10452,US,"City of New York"
D09N,,"170 St",,40.839306,-73.9134,,,0,D09,40.839412,-73.913736,1,rooftop,1417,"Grand Conc",Bronx,NY,"Bronx County",10452,US,"City of New York"
D09S,,"170 St",,40.839306,-73.9134,,,0,D09,40.839412,-73.913736,1,rooftop,1417,"Grand Conc",Bronx,NY,"Bronx County",10452,US,"City of New York"
D10,,"167 St",,40.833771,-73.91844,,,1,,40.833998,-73.918646,1,rooftop,1181,"Grand Conc",Bronx,NY,"Bronx County",10452,US,"City of New York"
D10N,,"167 St",,40.833771,-73.91844,,,0,D10,40.833998,-73.918646,1,rooftop,1181,"Grand Conc",Bronx,NY,"Bronx County",10452,US,"City of New York"
D10S,,"167 St",,40.833771,-73.91844,,,0,D10,40.833998,-73.918646,1,rooftop,1181,"Grand Conc",Bronx,NY,"Bronx County",10452,US,"City of New York"
D11,,"161 St - Yankee Stadium",,40.827905,-73.925651,,,1,,40.827951,-73.925311,1,rooftop,51,"E 161st St",Bronx,NY,"Bronx County",10452,US,"City of New York"
D11N,,"161 St - Yankee Stadium",,40.827905,-73.925651,,,0,D11,40.827951,-73.925311,1,rooftop,51,"E 161st St",Bronx,NY,"Bronx County",10452,US,"City of New York"
D11S,,"161 St - Yankee Stadium",,40.827905,-73.925651,,,0,D11,40.827951,-73.925311,1,rooftop,51,"E 161st St",Bronx,NY,"Bronx County",10452,US,"City of New York"
D12,,"155 St",,40.830135,-73.938209,,,1,,40.829969,-73.937571,1,rooftop,2937,"Frederick Douglass Blvd","New York",NY,"New York County",10039,US,"City of New York"
D12N,,"155 St",,40.830135,-73.938209,,,0,D12,40.829969,-73.937571,1,rooftop,2937,"Frederick Douglass Blvd","New York",NY,"New York County",10039,US,"City of New York"
D12S,,"155 St",,40.830135,-73.938209,,,0,D12,40.829969,-73.937571,1,rooftop,2937,"Frederick Douglass Blvd","New York",NY,"New York County",10039,US,"City of New York"
D13,,"145 St",,40.824783,-73.944216,,,1,,40.824935,-73.944321,1,rooftop,723,"St Nicholas Ave","New York",NY,"New York County",10031,US,"City of New York"
D13N,,"145 St",,40.824783,-73.944216,,,0,D13,40.824935,-73.944321,1,rooftop,723,"St Nicholas Ave","New York",NY,"New York County",10031,US,"City of New York"
D13S,,"145 St",,40.824783,-73.944216,,,0,D13,40.824935,-73.944321,1,rooftop,723,"St Nicholas Ave","New York",NY,"New York County",10031,US,"City of New York"
D14,,"7 Av",,40.762862,-73.981637,,,1,,40.763075,-73.981524,1,rooftop,825,"7th Ave","New York",NY,"New York County",10019,US,"City of New York"
D14N,,"7 Av",,40.762862,-73.981637,,,0,D14,40.763075,-73.981524,1,rooftop,825,"7th Ave","New York",NY,"New York County",10019,US,"City of New York"
D14S,,"7 Av",,40.762862,-73.981637,,,0,D14,40.763075,-73.981524,1,rooftop,825,"7th Ave","New York",NY,"New York County",10019,US,"City of New York"
D15,,"47-50 Sts - Rockefeller Ctr",,40.758663,-73.981329,,,1,,40.758652,-73.981102,1,rooftop,69,"W 48th St","New York",NY,"New York County",10020,US,"City of New York"
D15N,,"47-50 Sts - Rockefeller Ctr",,40.758663,-73.981329,,,0,D15,40.758652,-73.981102,1,rooftop,69,"W 48th St","New York",NY,"New York County",10020,US,"City of New York"
D15S,,"47-50 Sts - Rockefeller Ctr",,40.758663,-73.981329,,,0,D15,40.758652,-73.981102,1,rooftop,69,"W 48th St","New York",NY,"New York County",10020,US,"City of New York"
D16,,"42 St - Bryant Pk",,40.754222,-73.984569,,,1,,40.754127,-73.984855,1,rooftop,4,"Bryant Park","New York",NY,"New York County",10018,US,"City of New York"
D16N,,"42 St - Bryant Pk",,40.754222,-73.984569,,,0,D16,40.754127,-73.984855,1,rooftop,4,"Bryant Park","New York",NY,"New York County",10018,US,"City of New York"
D16S,,"42 St - Bryant Pk",,40.754222,-73.984569,,,0,D16,40.754127,-73.984855,1,rooftop,4,"Bryant Park","New York",NY,"New York County",10018,US,"City of New York"
D17,,"34 St - Herald Sq",,40.749719,-73.987823,,,1,,40.749664,-73.988164,1,rooftop,1293,Broadway,"New York",NY,"New York County",10001,US,"City of New York"
D17N,,"34 St - Herald Sq",,40.749719,-73.987823,,,0,D17,40.749664,-73.988164,1,rooftop,1293,Broadway,"New York",NY,"New York County",10001,US,"City of New York"
D17S,,"34 St - Herald Sq",,40.749719,-73.987823,,,0,D17,40.749664,-73.988164,1,rooftop,1293,Broadway,"New York",NY,"New York County",10001,US,"City of New York"
D18,,"23 St",,40.742878,-73.992821,,,1,,40.742857,-73.993135,1,rooftop,100,"W 23rd St","New York",NY,"New York County",10011,US,"City of New York"
D18N,,"23 St",,40.742878,-73.992821,,,0,D18,40.742857,-73.993135,1,rooftop,100,"W 23rd St","New York",NY,"New York County",10011,US,"City of New York"
D18S,,"23 St",,40.742878,-73.992821,,,0,D18,40.742857,-73.993135,1,rooftop,100,"W 23rd St","New York",NY,"New York County",10011,US,"City of New York"
D19,,"14 St",,40.738228,-73.996209,,,1,,40.738077,-73.996052,1,rooftop,77,"W 15th St","New York",NY,"New York County",10011,US,"City of New York"
D19N,,"14 St",,40.738228,-73.996209,,,0,D19,40.738077,-73.996052,1,rooftop,77,"W 15th St","New York",NY,"New York County",10011,US,"City of New York"
D19S,,"14 St",,40.738228,-73.996209,,,0,D19,40.738077,-73.996052,1,rooftop,77,"W 15th St","New York",NY,"New York County",10011,US,"City of New York"
D20,,"W 4 St",,40.732338,-74.000495,,,1,,40.732297,-74.000751,1,rooftop,361,"Ave Of The Americas","New York",NY,"New York County",10014,US,"City of New York"
D20N,,"W 4 St",,40.732338,-74.000495,,,0,D20,40.732297,-74.000751,1,rooftop,361,"Ave Of The Americas","New York",NY,"New York County",10014,US,"City of New York"
D20S,,"W 4 St",,40.732338,-74.000495,,,0,D20,40.732297,-74.000751,1,rooftop,361,"Ave Of The Americas","New York",NY,"New York County",10014,US,"City of New York"
D21,,"Broadway-Lafayette St",,40.725297,-73.996204,,,1,,40.725031,-73.99613,1,rooftop,606,Broadway,"New York",NY,"New York County",10012,US,"City of New York"
D21N,,"Broadway-Lafayette St",,40.725297,-73.996204,,,0,D21,40.725031,-73.99613,1,rooftop,606,Broadway,"New York",NY,"New York County",10012,US,"City of New York"
D21S,,"Broadway-Lafayette St",,40.725297,-73.996204,,,0,D21,40.725031,-73.99613,1,rooftop,606,Broadway,"New York",NY,"New York County",10012,US,"City of New York"
D22,,"Grand St",,40.718267,-73.993753,,,1,,40.71833,-73.993931,1,rooftop,105,"Chrystie St","New York",NY,"New York County",10002,US,"City of New York"
D22N,,"Grand St",,40.718267,-73.993753,,,0,D22,40.71833,-73.993931,1,rooftop,105,"Chrystie St","New York",NY,"New York County",10002,US,"City of New York"
D22S,,"Grand St",,40.718267,-73.993753,,,0,D22,40.71833,-73.993931,1,rooftop,105,"Chrystie St","New York",NY,"New York County",10002,US,"City of New York"
D24,,"Atlantic Av - Barclays Ctr",,40.68446,-73.97689,,,1,,40.684484,-73.977482,1,rooftop,139,"Flatbush Ave",Brooklyn,NY,"Kings County",11217,US,"City of New York"
D24N,,"Atlantic Av - Barclays Ctr",,40.68446,-73.97689,,,0,D24,40.684484,-73.977482,1,rooftop,139,"Flatbush Ave",Brooklyn,NY,"Kings County",11217,US,"City of New York"
D24S,,"Atlantic Av - Barclays Ctr",,40.68446,-73.97689,,,0,D24,40.684484,-73.977482,1,rooftop,139,"Flatbush Ave",Brooklyn,NY,"Kings County",11217,US,"City of New York"
D25,,"7 Av",,40.67705,-73.972367,,,1,,40.677139,-73.972205,1,rooftop,349,"Flatbush Ave",Brooklyn,NY,"Kings County",11238,US,"City of New York"
D25N,,"7 Av",,40.67705,-73.972367,,,0,D25,40.677139,-73.972205,1,rooftop,349,"Flatbush Ave",Brooklyn,NY,"Kings County",11238,US,"City of New York"
D25S,,"7 Av",,40.67705,-73.972367,,,0,D25,40.677139,-73.972205,1,rooftop,349,"Flatbush Ave",Brooklyn,NY,"Kings County",11238,US,"City of New York"
D26,,"Prospect Park",,40.661614,-73.962246,,,1,,40.661532,-73.962792,1,rooftop,65,"Ocean Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
D26N,,"Prospect Park",,40.661614,-73.962246,,,0,D26,40.661532,-73.962792,1,rooftop,65,"Ocean Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
D26S,,"Prospect Park",,40.661614,-73.962246,,,0,D26,40.661532,-73.962792,1,rooftop,65,"Ocean Ave",Brooklyn,NY,"Kings County",11225,US,"City of New York"
D27,,"Parkside Av",,40.655292,-73.961495,,,1,,40.655357,-73.961127,1,rooftop,191,"Parkside Ave",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D27N,,"Parkside Av",,40.655292,-73.961495,,,0,D27,40.655357,-73.961127,1,rooftop,191,"Parkside Ave",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D27S,,"Parkside Av",,40.655292,-73.961495,,,0,D27,40.655357,-73.961127,1,rooftop,191,"Parkside Ave",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D28,,"Church Av",,40.650527,-73.962982,,,1,,40.650568,-73.963163,1,rooftop,27,"E 18th St",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D28N,,"Church Av",,40.650527,-73.962982,,,0,D28,40.650568,-73.963163,1,rooftop,27,"E 18th St",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D28S,,"Church Av",,40.650527,-73.962982,,,0,D28,40.650568,-73.963163,1,rooftop,27,"E 18th St",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D29,,"Beverley Rd",,40.644031,-73.964492,,,1,,40.644011,-73.964784,1,rooftop,243,"Marlborough Rd",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D29N,,"Beverley Rd",,40.644031,-73.964492,,,0,D29,40.644011,-73.964784,1,rooftop,243,"Marlborough Rd",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D29S,,"Beverley Rd",,40.644031,-73.964492,,,0,D29,40.644011,-73.964784,1,rooftop,243,"Marlborough Rd",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D30,,"Cortelyou Rd",,40.640927,-73.963891,,,1,,40.640934,-73.96361,1,rooftop,390,"E 16th St",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D30N,,"Cortelyou Rd",,40.640927,-73.963891,,,0,D30,40.640934,-73.96361,1,rooftop,390,"E 16th St",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D30S,,"Cortelyou Rd",,40.640927,-73.963891,,,0,D30,40.640934,-73.96361,1,rooftop,390,"E 16th St",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D31,,"Newkirk Plaza",,40.635082,-73.962793,,,1,,40.635036,-73.96283,1,rooftop,1516,"Newkirk Ave",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D31N,,"Newkirk Plaza",,40.635082,-73.962793,,,0,D31,40.635036,-73.96283,1,rooftop,1516,"Newkirk Ave",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D31S,,"Newkirk Plaza",,40.635082,-73.962793,,,0,D31,40.635036,-73.96283,1,rooftop,1516,"Newkirk Ave",Brooklyn,NY,"Kings County",11226,US,"City of New York"
D32,,"Avenue H",,40.62927,-73.961639,,,1,,40.629364,-73.961368,1,rooftop,826,"E 16th St",Brooklyn,NY,"Kings County",11230,US,"City of New York"
D32N,,"Avenue H",,40.62927,-73.961639,,,0,D32,40.629364,-73.961368,1,rooftop,826,"E 16th St",Brooklyn,NY,"Kings County",11230,US,"City of New York"
D32S,,"Avenue H",,40.62927,-73.961639,,,0,D32,40.629364,-73.961368,1,rooftop,826,"E 16th St",Brooklyn,NY,"Kings County",11230,US,"City of New York"
D33,,"Avenue J",,40.625039,-73.960803,,,1,,40.625141,-73.960624,1,rooftop,1520,"Ave J",Brooklyn,NY,"Kings County",11230,US,"City of New York"
D33N,,"Avenue J",,40.625039,-73.960803,,,0,D33,40.625141,-73.960624,1,rooftop,1520,"Ave J",Brooklyn,NY,"Kings County",11230,US,"City of New York"
D33S,,"Avenue J",,40.625039,-73.960803,,,0,D33,40.625141,-73.960624,1,rooftop,1520,"Ave J",Brooklyn,NY,"Kings County",11230,US,"City of New York"
D34,,"Avenue M",,40.617618,-73.959399,,,1,,40.617825,-73.95964,1,rooftop,1510,"Elm Ave",Brooklyn,NY,"Kings County",11230,US,"City of New York"
D34N,,"Avenue M",,40.617618,-73.959399,,,0,D34,40.617825,-73.95964,1,rooftop,1510,"Elm Ave",Brooklyn,NY,"Kings County",11230,US,"City of New York"
D34S,,"Avenue M",,40.617618,-73.959399,,,0,D34,40.617825,-73.95964,1,rooftop,1510,"Elm Ave",Brooklyn,NY,"Kings County",11230,US,"City of New York"
D35,,"Kings Hwy",,40.60867,-73.957734,,,1,,40.608743,-73.957949,1,rooftop,1508,"Kings Hwy",Brooklyn,NY,"Kings County",11229,US,"City of New York"
D35N,,"Kings Hwy",,40.60867,-73.957734,,,0,D35,40.608743,-73.957949,1,rooftop,1508,"Kings Hwy",Brooklyn,NY,"Kings County",11229,US,"City of New York"
D35S,,"Kings Hwy",,40.60867,-73.957734,,,0,D35,40.608743,-73.957949,1,rooftop,1508,"Kings Hwy",Brooklyn,NY,"Kings County",11229,US,"City of New York"
D37,,"Avenue U",,40.5993,-73.955929,,,1,,40.599166,-73.955647,1,rooftop,2090,"E 16th St",Brooklyn,NY,"Kings County",11229,US,"City of New York"
D37N,,"Avenue U",,40.5993,-73.955929,,,0,D37,40.599166,-73.955647,1,rooftop,2090,"E 16th St",Brooklyn,NY,"Kings County",11229,US,"City of New York"
D37S,,"Avenue U",,40.5993,-73.955929,,,0,D37,40.599166,-73.955647,1,rooftop,2090,"E 16th St",Brooklyn,NY,"Kings County",11229,US,"City of New York"
D38,,"Neck Rd",,40.595246,-73.955161,,,1,,40.595415,-73.954948,1,rooftop,2258,"E 16th St",Brooklyn,NY,"Kings County",11229,US,"City of New York"
D38N,,"Neck Rd",,40.595246,-73.955161,,,0,D38,40.595415,-73.954948,1,rooftop,2258,"E 16th St",Brooklyn,NY,"Kings County",11229,US,"City of New York"
D38S,,"Neck Rd",,40.595246,-73.955161,,,0,D38,40.595415,-73.954948,1,rooftop,2258,"E 16th St",Brooklyn,NY,"Kings County",11229,US,"City of New York"
D39,,"Sheepshead Bay",,40.586896,-73.954155,,,1,,40.587209,-73.953976,1,rooftop,1500,"Sheepshead Bay Rd",Brooklyn,NY,"Kings County",11235,US,"City of New York"
D39N,,"Sheepshead Bay",,40.586896,-73.954155,,,0,D39,40.587209,-73.953976,1,rooftop,1500,"Sheepshead Bay Rd",Brooklyn,NY,"Kings County",11235,US,"City of New York"
D39S,,"Sheepshead Bay",,40.586896,-73.954155,,,0,D39,40.587209,-73.953976,1,rooftop,1500,"Sheepshead Bay Rd",Brooklyn,NY,"Kings County",11235,US,"City of New York"
D40,,"Brighton Beach",,40.577621,-73.961376,,,1,,40.577783,-73.961421,1,rooftop,601,"Brighton Beach Ave",Brooklyn,NY,"Kings County",11235,US,"City of New York"
D40N,,"Brighton Beach",,40.577621,-73.961376,,,0,D40,40.577783,-73.961421,1,rooftop,601,"Brighton Beach Ave",Brooklyn,NY,"Kings County",11235,US,"City of New York"
D40S,,"Brighton Beach",,40.577621,-73.961376,,,0,D40,40.577783,-73.961421,1,rooftop,601,"Brighton Beach Ave",Brooklyn,NY,"Kings County",11235,US,"City of New York"
D41,,"Ocean Pkwy",,40.576312,-73.968501,,,1,,40.576557,-73.967968,1,rooftop,3051,"Ocean Pkwy",Brooklyn,NY,"Kings County",11235,US,"City of New York"
D41N,,"Ocean Pkwy",,40.576312,-73.968501,,,0,D41,40.576557,-73.967968,1,rooftop,3051,"Ocean Pkwy",Brooklyn,NY,"Kings County",11235,US,"City of New York"
D41S,,"Ocean Pkwy",,40.576312,-73.968501,,,0,D41,40.576557,-73.967968,1,rooftop,3051,"Ocean Pkwy",Brooklyn,NY,"Kings County",11235,US,"City of New York"
D42,,"W 8 St - NY Aquarium",,40.576127,-73.975939,,,1,,40.576519,-73.976275,1,rooftop,2951,"W 8th St",Brooklyn,NY,"Kings County",11224,US,"City of New York"
D42N,,"W 8 St - NY Aquarium",,40.576127,-73.975939,,,0,D42,40.576519,-73.976275,1,rooftop,2951,"W 8th St",Brooklyn,NY,"Kings County",11224,US,"City of New York"
D42S,,"W 8 St - NY Aquarium",,40.576127,-73.975939,,,0,D42,40.576519,-73.976275,1,rooftop,2951,"W 8th St",Brooklyn,NY,"Kings County",11224,US,"City of New York"
D43,,"Coney Island - Stillwell Av",,40.577422,-73.981233,,,1,,40.577523,-73.981522,1,rooftop,2859,"Stillwell Ave",Brooklyn,NY,"Kings County",11224,US,"City of New York"
D43N,,"Coney Island - Stillwell Av",,40.577422,-73.981233,,,0,D43,40.577523,-73.981522,1,rooftop,2859,"Stillwell Ave",Brooklyn,NY,"Kings County",11224,US,"City of New York"
D43S,,"Coney Island - Stillwell Av",,40.577422,-73.981233,,,0,D43,40.577523,-73.981522,1,rooftop,2859,"Stillwell Ave",Brooklyn,NY,"Kings County",11224,US,"City of New York"
E01,,"World Trade Center",,40.712582,-74.009781,,,1,,40.712421,-74.009689,1,rooftop,79,"Church St","New York",NY,"New York County",10007,US,"City of New York"
E01N,,"World Trade Center",,40.712582,-74.009781,,,0,E01,40.712421,-74.009689,1,rooftop,79,"Church St","New York",NY,"New York County",10007,US,"City of New York"
E01S,,"World Trade Center",,40.712582,-74.009781,,,0,E01,40.712421,-74.009689,1,rooftop,79,"Church St","New York",NY,"New York County",10007,US,"City of New York"
F01,,"Jamaica - 179 St",,40.712646,-73.783817,,,1,,40.712811,-73.783915,1,rooftop,179-19,"Hillside Ave",Jamaica,NY,"Queens County",11432,US,"City of New York"
F01N,,"Jamaica - 179 St",,40.712646,-73.783817,,,0,F01,40.712811,-73.783915,1,rooftop,179-19,"Hillside Ave",Jamaica,NY,"Queens County",11432,US,"City of New York"
F01S,,"Jamaica - 179 St",,40.712646,-73.783817,,,0,F01,40.712811,-73.783915,1,rooftop,179-19,"Hillside Ave",Jamaica,NY,"Queens County",11432,US,"City of New York"
F02,,"169 St",,40.71047,-73.793604,,,1,,40.710315,-73.793582,1,rooftop,168-32,"Hillside Ave",Jamaica,NY,"Queens County",11432,US,"City of New York"
F02N,,"169 St",,40.71047,-73.793604,,,0,F02,40.710315,-73.793582,1,rooftop,168-32,"Hillside Ave",Jamaica,NY,"Queens County",11432,US,"City of New York"
F02S,,"169 St",,40.71047,-73.793604,,,0,F02,40.710315,-73.793582,1,rooftop,168-32,"Hillside Ave",Jamaica,NY,"Queens County",11432,US,"City of New York"
F03,,"Parsons Blvd",,40.707564,-73.803326,,,1,,40.707437,-73.803194,1,rooftop,153-32,"Hillside Ave",Jamaica,NY,"Queens County",11432,US,"City of New York"
F03N,,"Parsons Blvd",,40.707564,-73.803326,,,0,F03,40.707437,-73.803194,1,rooftop,153-32,"Hillside Ave",Jamaica,NY,"Queens County",11432,US,"City of New York"
F03S,,"Parsons Blvd",,40.707564,-73.803326,,,0,F03,40.707437,-73.803194,1,rooftop,153-32,"Hillside Ave",Jamaica,NY,"Queens County",11432,US,"City of New York"
F04,,"Sutphin Blvd",,40.70546,-73.810708,,,1,,40.705315,-73.810665,1,rooftop,144-34,"Hillside Ave",Jamaica,NY,"Queens County",11435,US,"City of New York"
F04N,,"Sutphin Blvd",,40.70546,-73.810708,,,0,F04,40.705315,-73.810665,1,rooftop,144-34,"Hillside Ave",Jamaica,NY,"Queens County",11435,US,"City of New York"
F04S,,"Sutphin Blvd",,40.70546,-73.810708,,,0,F04,40.705315,-73.810665,1,rooftop,144-34,"Hillside Ave",Jamaica,NY,"Queens County",11435,US,"City of New York"
F05,,"Briarwood - Van Wyck Blvd",,40.709179,-73.820574,,,1,,40.709043,-73.820057,1,nearest_street,,"I 678",Jamaica,NY,"Queens County",11435,US,"TIGER/Line® dataset from the US Census Bureau"
F05N,,"Briarwood - Van Wyck Blvd",,40.709179,-73.820574,,,0,F05,40.709043,-73.820057,1,nearest_street,,"I 678",Jamaica,NY,"Queens County",11435,US,"TIGER/Line® dataset from the US Census Bureau"
F05S,,"Briarwood - Van Wyck Blvd",,40.709179,-73.820574,,,0,F05,40.709043,-73.820057,1,nearest_street,,"I 678",Jamaica,NY,"Queens County",11435,US,"TIGER/Line® dataset from the US Census Bureau"
F06,,"Kew Gardens - Union Tpke",,40.714441,-73.831008,,,1,,40.714764,-73.831197,1,rooftop,118-29,"Queens Blvd","Forest Hills",NY,"Queens County",11375,US,"City of New York"
F06N,,"Kew Gardens - Union Tpke",,40.714441,-73.831008,,,0,F06,40.714764,-73.831197,1,rooftop,118-29,"Queens Blvd","Forest Hills",NY,"Queens County",11375,US,"City of New York"
F06S,,"Kew Gardens - Union Tpke",,40.714441,-73.831008,,,0,F06,40.714764,-73.831197,1,rooftop,118-29,"Queens Blvd","Forest Hills",NY,"Queens County",11375,US,"City of New York"
F07,,"75 Av",,40.718331,-73.837324,,,1,,40.718216,-73.837474,1,rooftop,111-10,"Queens Blvd","Forest Hills",NY,"Queens County",11375,US,"City of New York"
F07N,,"75 Av",,40.718331,-73.837324,,,0,F07,40.718216,-73.837474,1,rooftop,111-10,"Queens Blvd","Forest Hills",NY,"Queens County",11375,US,"City of New York"
F07S,,"75 Av",,40.718331,-73.837324,,,0,F07,40.718216,-73.837474,1,rooftop,111-10,"Queens Blvd","Forest Hills",NY,"Queens County",11375,US,"City of New York"
F09,,"Court Sq",,40.747846,-73.946,,,1,,40.747976,-73.945819,1,rooftop,21-45,"44th Dr","Long Island City",NY,"Queens County",11101,US,"City of New York"
F09N,,"Court Sq",,40.747846,-73.946,,,0,F09,40.747976,-73.945819,1,rooftop,21-45,"44th Dr","Long Island City",NY,"Queens County",11101,US,"City of New York"
F09S,,"Court Sq",,40.747846,-73.946,,,0,F09,40.747976,-73.945819,1,rooftop,21-45,"44th Dr","Long Island City",NY,"Queens County",11101,US,"City of New York"
F11,,"Lexington Av/53 St",,40.757552,-73.969055,,,1,,40.75739,-73.968914,1,rooftop,200,"E 53rd St","New York",NY,"New York County",10022,US,"City of New York"
F11N,,"Lexington Av/53 St",,40.757552,-73.969055,,,0,F11,40.75739,-73.968914,1,rooftop,200,"E 53rd St","New York",NY,"New York County",10022,US,"City of New York"
F11S,,"Lexington Av/53 St",,40.757552,-73.969055,,,0,F11,40.75739,-73.968914,1,rooftop,200,"E 53rd St","New York",NY,"New York County",10022,US,"City of New York"
F12,,"5 Av/53 St",,40.760167,-73.975224,,,1,,40.760276,-73.975239,1,rooftop,3,"E 53rd St","New York",NY,"New York County",10022,US,"City of New York"
F12N,,"5 Av/53 St",,40.760167,-73.975224,,,0,F12,40.760276,-73.975239,1,rooftop,3,"E 53rd St","New York",NY,"New York County",10022,US,"City of New York"
F12S,,"5 Av/53 St",,40.760167,-73.975224,,,0,F12,40.760276,-73.975239,1,rooftop,3,"E 53rd St","New York",NY,"New York County",10022,US,"City of New York"
F14,,"2 Av",,40.723402,-73.989938,,,1,,40.723181,-73.990111,1,rooftop,137,"E Houston St","New York",NY,"New York County",10002,US,"City of New York"
F14N,,"2 Av",,40.723402,-73.989938,,,0,F14,40.723181,-73.990111,1,rooftop,137,"E Houston St","New York",NY,"New York County",10002,US,"City of New York"
F14S,,"2 Av",,40.723402,-73.989938,,,0,F14,40.723181,-73.990111,1,rooftop,137,"E Houston St","New York",NY,"New York County",10002,US,"City of New York"
F15,,"Delancey St",,40.718611,-73.988114,,,1,,40.718705,-73.987933,1,rooftop,116,"Delancey St","New York",NY,"New York County",10002,US,"City of New York"
F15N,,"Delancey St",,40.718611,-73.988114,,,0,F15,40.718705,-73.987933,1,rooftop,116,"Delancey St","New York",NY,"New York County",10002,US,"City of New York"
F15S,,"Delancey St",,40.718611,-73.988114,,,0,F15,40.718705,-73.987933,1,rooftop,116,"Delancey St","New York",NY,"New York County",10002,US,"City of New York"
F16,,"East Broadway",,40.713715,-73.990173,,,1,,40.71376,-73.990351,1,rooftop,10,"Rutgers St","New York",NY,"New York County",10002,US,"City of New York"
F16N,,"East Broadway",,40.713715,-73.990173,,,0,F16,40.71376,-73.990351,1,rooftop,10,"Rutgers St","New York",NY,"New York County",10002,US,"City of New York"
F16S,,"East Broadway",,40.713715,-73.990173,,,0,F16,40.71376,-73.990351,1,rooftop,10,"Rutgers St","New York",NY,"New York County",10002,US,"City of New York"
F18,,"York St",,40.701397,-73.986751,,,1,,40.701335,-73.986884,1,rooftop,110,"Jay St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
F18N,,"York St",,40.701397,-73.986751,,,0,F18,40.701335,-73.986884,1,rooftop,110,"Jay St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
F18S,,"York St",,40.701397,-73.986751,,,0,F18,40.701335,-73.986884,1,rooftop,110,"Jay St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
F20,,"Bergen St",,40.686145,-73.990862,,,1,,40.686228,-73.990943,1,rooftop,164,"Smith St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
F20N,,"Bergen St",,40.686145,-73.990862,,,0,F20,40.686228,-73.990943,1,rooftop,164,"Smith St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
F20S,,"Bergen St",,40.686145,-73.990862,,,0,F20,40.686228,-73.990943,1,rooftop,164,"Smith St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
F21,,"Carroll St",,40.680303,-73.995048,,,1,,40.680354,-73.995362,1,rooftop,330,"Smith St",Brooklyn,NY,"Kings County",11231,US,"City of New York"
F21N,,"Carroll St",,40.680303,-73.995048,,,0,F21,40.680354,-73.995362,1,rooftop,330,"Smith St",Brooklyn,NY,"Kings County",11231,US,"City of New York"
F21S,,"Carroll St",,40.680303,-73.995048,,,0,F21,40.680354,-73.995362,1,rooftop,330,"Smith St",Brooklyn,NY,"Kings County",11231,US,"City of New York"
F22,,"Smith - 9 Sts",,40.67358,-73.995959,,,1,,40.673891,-73.995801,1,rooftop,55,"9th St",Brooklyn,NY,"Kings County",11215,US,"City of New York"
F22N,,"Smith - 9 Sts",,40.67358,-73.995959,,,0,F22,40.673891,-73.995801,1,rooftop,55,"9th St",Brooklyn,NY,"Kings County",11215,US,"City of New York"
F22S,,"Smith - 9 Sts",,40.67358,-73.995959,,,0,F22,40.673891,-73.995801,1,rooftop,55,"9th St",Brooklyn,NY,"Kings County",11215,US,"City of New York"
F23,,"4 Av",,40.670272,-73.989779,,,1,,40.670546,-73.989569,1,rooftop,236,"9th St",Brooklyn,NY,"Kings County",11215,US,"City of New York"
F23N,,"4 Av",,40.670272,-73.989779,,,0,F23,40.670546,-73.989569,1,rooftop,236,"9th St",Brooklyn,NY,"Kings County",11215,US,"City of New York"
F23S,,"4 Av",,40.670272,-73.989779,,,0,F23,40.670546,-73.989569,1,rooftop,236,"9th St",Brooklyn,NY,"Kings County",11215,US,"City of New York"
F24,,"7 Av",,40.666271,-73.980305,,,1,,40.666411,-73.980203,1,rooftop,475,"9th St",Brooklyn,NY,"Kings County",11215,US,"City of New York"
F24N,,"7 Av",,40.666271,-73.980305,,,0,F24,40.666411,-73.980203,1,rooftop,475,"9th St",Brooklyn,NY,"Kings County",11215,US,"City of New York"
F24S,,"7 Av",,40.666271,-73.980305,,,0,F24,40.666411,-73.980203,1,rooftop,475,"9th St",Brooklyn,NY,"Kings County",11215,US,"City of New York"
